"snap_time","shipment_id","route_type","region_route","latest_awb_station_name","latest_soc_station","latest_status_name","latest_status_timestamp","latest_operator_name","latest_operator_type","latest_station_inbound_operator_name","latest_station_inbound_operator_type","action_flag","day_in_soc","is_passed_sorting_center","intentional_backlog_type","backlog_reason","destination_type","order_type","station_before_arrive_at_soc","is_high_value"
"2026-09-03T13:00","TH264609256058F","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-03T04:53:17.842","OBS001TH2621/092/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH268032306737A","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-03T10:55:02.161","OBS001TH2621/092/-","manual","[Ops5859]mCBS08 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH262783219084Z","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-02T23:13:57.749","thspxobd92n@shopeemobile-external.com","manual","WMC001TH2621/HHS30/HHS30","wmc","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKAE-D - บางแค","false"
"2026-09-03T13:00","TH266738814573Z","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-03T04:53:17.842","OBS001TH2621/092/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","APTUM-A - เมืองปทุมธานี","false"
"2026-09-03T13:00","TH262044435463M","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-03T07:50:33.519","OBS001TH2621/092/-","manual","CBS005TH2621/CBS-E-IND29/CBS-E-30","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH266150245076G","FWD","NORTHEAST","ACOCH - โชคชัย","SOCN","SOC_Staging","2026-09-03T04:53:17.842","OBS001TH2621/092/-","manual","mCBS001TH2621/Console15/Ops23921","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH2654729826391","FWD","CENTRAL","APJTK - ประจันตคาม","SOCN","SOC_Staging","2026-09-03T11:02:54.083","OBS001TH2621/232/-","manual","[Ops5858]mCBS07 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH262055889026W","FWD","NORTH","HCRNG-AG - เวียงเชียงรุ้ง","SOCN","SOC_Staging","2026-09-03T01:25:10.731","thspxobd59n@shopeemobile-external.com","manual","CBS001TH2621/CBS-A-IND28/ops47065","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AGUAI-B - บางกรวย","false"
"2026-09-03T13:00","TH267403790567H","FWD","WEST","ASPAN-A - เมืองสุพรรณบุรี","SOCN","SOC_Staging","2026-09-03T10:54:31.778","OBS001TH2621/118/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ADONM-A - ดอนเมือง","false"
"2026-09-03T13:00","TH263379697797G","FWD","WEST","ASPAN-A - เมืองสุพรรณบุรี","SOCN","SOC_Staging","2026-09-03T10:54:31.778","OBS001TH2621/118/-","manual","[Ops5858]mCBS07 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCN","false"
"2026-09-03T13:00","TH2699702052410","FWD","WEST","ASPAN-A - เมืองสุพรรณบุรี","SOCN","SOC_Staging","2026-09-03T10:54:31.778","OBS001TH2621/118/-","manual","[Ops4548]Pouch03 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH263360693114B","FWD","WEST","ASPAN-A - เมืองสุพรรณบุรี","SOCN","SOC_Staging","2026-09-03T10:54:31.778","OBS001TH2621/118/-","manual","[Ops5859]mCBS08 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH269938705224Y","FWD","CENTRAL","HNMMG-AG - หนองมะโมง","SOCN","SOC_Staging","2026-09-03T09:45:42.773","OBS001TH2621/054/-","manual","CBS005TH2621/CBS-E-IND29/CBS-E-30","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKUM-A - บึงกุ่ม","false"
"2026-09-03T13:00","SPXTH061319853458","FWD","CENTRAL","HNMMG-AG - หนองมะโมง","SOCN","SOC_Staging","2026-09-03T11:17:23.050","OBS001TH2621/054/-","manual","mCBS001TH2621/Console14/Ops45928","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","CB","","false"
"2026-09-03T13:00","TH263470871746W","FWD","CENTRAL","HNMMG-AG - หนองมะโมง","SOCN","SOC_Staging","2026-09-03T11:17:23.050","OBS001TH2621/054/-","manual","mCBS001TH2621/Console14/Ops45928","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH269226474241U","FWD","SOUTH","ASRAT-B - เมืองสุราษฎร์ธานี","SOCN","SOC_Packed","2026-09-02T19:22:27.187","CBS004TH2621/481/-","cbs","CBS004TH2621/CBS-D-IND33/Ops53511","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCN-WN1","false"
"2026-09-03T13:00","TH265026683495Z","FWD","SOUTH","ANKSI-A - เมืองนครศรีธรรมราช","SOCN","SOC_Received","2026-09-03T04:27:07.884","CBS001TH2621/CBS-A-IND22/Ops44092","cbs","CBS001TH2621/CBS-A-IND22/Ops44092","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH268253532401D","FWD","SOUTH","ATKPA - ตะกั่วป่า","SOCN","SOC_Received","2026-09-03T01:45:56.572","WMC001TH2621/WMC3/WMC-4     ","wmc","WMC001TH2621/WMC3/WMC-4     ","wmc","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH269401900693Y","FWD","SOUTH","HNTWI-B - นาทวี","SOCN","SOC_Received","2026-09-03T04:38:15.305","CBS002TH2621/CBS-B-IND12/ops56625","cbs","CBS002TH2621/CBS-B-IND12/ops56625","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH265968959694K","FWD","CENTRAL","4PL-Flash (R3)","SOCN","SOC_Received","2026-09-02T18:22:45.104","mCBS001TH2621/Console8/Ops11940","mcbs","mCBS001TH2621/Console8/Ops11940","mcbs","_02_pending_packed","< 1 day","false","Intentaional Backlog","waiting for CX or disposed","UPC","MP","NERC-C","false"
"2026-09-03T13:00","TH268030650089G","FWD","CENTRAL","4PL-Flash (R3)","SOCN","SOC_Received","2026-09-02T19:09:06.585","mCBS001TH2621/Console8/Ops11940","mcbs","mCBS001TH2621/Console8/Ops11940","mcbs","_02_pending_packed","< 1 day","false","Intentaional Backlog","waiting for CX or disposed","UPC","MP","SORC-A","false"
"2026-09-03T13:00","TH2665187346258","FWD","CENTRAL","ALOPB-B - เมืองลพบุรี","SOCN","SOC_Received","2026-09-03T01:35:28.659","spx@shopee.com","manual","spx@shopee.com","manual","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH2676368304696","FWD","CENTRAL","ANKAE - หนองแค","SOCN","SOC_Received","2026-09-03T01:51:33.957","CBS001TH2621/CBS-A-IND02/OPS59680","cbs","CBS001TH2621/CBS-A-IND02/OPS59680","cbs","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABGBO-A - บางบ่อ","false"
"2026-09-03T13:00","TH2620825728525","FWD","NORTHEAST","APTCI - ปักธงชัย","SOCN","SOC_Received","2026-09-03T04:22:23.499","CBS003TH2621/CBS-C-IND23/CBS-C-23","cbs","CBS003TH2621/CBS-C-IND23/CBS-C-23","cbs","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH268296506100H","FWD","NORTHEAST","HSINA-LP - ศรีณรงค์","SOCN","SOC_Received","2026-09-03T04:19:21.551","CBS002TH2621/CBS-B-IND08/OPs46329","cbs","CBS002TH2621/CBS-B-IND08/OPs46329","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","AGUAI-A - บางกรวย","false"
"2026-09-03T13:00","TH2666327115420","FWD","SOUTH","APASG - พระแสง","SOCN","SOC_Received","2026-09-02T16:32:37.331","HHS001TH2621/HHS-28/Ops14379","hhs","HHS001TH2621/HHS-28/Ops14379","hhs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","ABKAE-D - บางแค","false"
"2026-09-03T13:00","TH260440669123F","FWD","SOUTH","ASRAT-B - เมืองสุราษฎร์ธานี","SOCN","SOC_Received","2026-09-03T07:15:06.396","thspxrw10n@shopeemobile-external.com","manual","thspxrw10n@shopeemobile-external.com","manual","_04_pending_reworked","< 1 day","true","Intentaional Backlog","","UPC","MP","Sorting center","false"
"2026-09-03T13:00","TH2608044378700","FWD","NORTH","ANANN - เมืองน่าน","SOCN","SOC_Received","2026-09-03T02:31:45.677","CBS005TH2621/CBS-E-IND22/CBS-E-21","cbs","CBS005TH2621/CBS-E-IND22/CBS-E-21","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCN-WN1","false"
"2026-09-03T13:00","TH260051702669F","FWD","NORTHEAST","AWANW - วานรนิวาส","SOCN","SOC_Packed","2026-09-03T00:22:20.258","CBS005TH2621/457/-","cbs","CBS005TH2621/CBS-E-IND30/CBS-E-29","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","APWET-B - ประเวศ","false"
"2026-09-03T13:00","TH2638162437866","FWD","NORTHEAST","AWANW - วานรนิวาส","SOCN","SOC_Packed","2026-09-03T00:22:20.258","CBS005TH2621/457/-","cbs","CBS005TH2621/CBS-E-IND34/CBS-E-33","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH264640673444J","FWD","SOUTH","ASTUN-A - เมืองสตูล","SOCN","SOC_Packed","2026-09-03T10:49:45.696","CAB001TH2621/F56/-","cab","[Ops5855]mCBS04 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ASMPK-A - เมืองสมุทรปราการ","false"
"2026-09-03T13:00","TH2606408226189","FWD","SOUTH","ASTUN-A - เมืองสตูล","SOCN","SOC_Packed","2026-09-02T22:18:57.106","CBS001TH2621/547/-","cbs","CBS001TH2621/CBS-A-IND19/Ops47511","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCN-WN1","false"
"2026-09-03T13:00","TH260176094683S","FWD","SOUTH","ASTUN-A - เมืองสตูล","SOCN","SOC_Packed","2026-09-02T22:18:57.106","CBS001TH2621/547/-","cbs","CBS001TH2621/CBS-A-IND10/ops45811","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AJOMT-B - จอมทอง","false"
"2026-09-03T13:00","TH2632093766940","FWD","SOUTH","HTBAI-LP - ตากใบ","SOCN","SOC_Packed","2026-09-03T10:22:35.468","thspxcbs09n@shopeemobile-external.com","manual","CBS005TH2621/CBS-E-IND30/CBS-E-29","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH260496385338I","FWD","NORTHEAST","ASTON-AG - สิรินธร","SOCN","SOC_Packed","2026-09-03T01:07:41.798","CBS005TH2621/325/-","cbs","CBS005TH2621/CBS-E-IND11/NCCBS-E-11","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AJOMT-B - จอมทอง","false"
"2026-09-03T13:00","TH269686228466W","FWD","CENTRAL","AONGK-B - องครักษ์","SOCN","SOC_Packed","2026-09-03T08:50:25.854","CBS004TH2621/620/-","cbs","CBS003TH2621/CBS-C-IND07/CBS-C-7","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","AKRET-A - ปากเกร็ด","false"
"2026-09-03T13:00","TH269031894318H","FWD","CENTRAL","AONGK-B - องครักษ์","SOCN","SOC_Packed","2026-09-03T10:32:24.671","CAB001TH2621/E10/-","cab","mCBS001TH2621/Console7/Ops20137","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ALUKA-B - ลำลูกกา","false"
"2026-09-03T13:00","TH260084701105J","FWD","NORTH","APHIT-A - เมืองพิษณุโลก","SOCN","SOC_Packed","2026-09-03T08:39:09.989","CBS005TH2621/543/-","cbs","CBS005TH2621/CBS-E-IND02/NCCBS-E-2","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ASMPK-A - เมืองสมุทรปราการ","false"
"2026-09-03T13:00","TH2626913116718","FWD","NORTH","APHIT-A - เมืองพิษณุโลก","SOCN","SOC_Packed","2026-09-03T03:43:24.417","CBS005TH2621/543/-","cbs","CBS005TH2621/CBS-E-IND30/CBS-E-29","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FSOCN","false"
"2026-09-03T13:00","TH262020630381H","FWD","CENTRAL","AONGK-B - องครักษ์","SOCN","SOC_Packed","2026-09-03T05:22:21.752","CBS005TH2621/620/-","cbs","CBS005TH2621/CBS-E-IND33/CBS-E-34","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKUM-A - บึงกุ่ม","false"
"2026-09-03T13:00","TH2659873619377","FWD","NORTH","APHIT-A - เมืองพิษณุโลก","SOCN","SOC_Packed","2026-09-03T03:43:24.417","CBS005TH2621/543/-","cbs","CBS005TH2621/CBS-E-IND20/CBS-E-19","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH262422989733A","FWD","CENTRAL","APJIN-B - เมืองปราจีนบุรี","SOCN","SOC_Packed","2026-09-03T09:13:15.174","CAB001TH2621/E49/-","cab","[Ops4545]mCBS03 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","SORC-A","false"
"2026-09-03T13:00","TH260741943008J","FWD","CENTRAL","APJIN-B - เมืองปราจีนบุรี","SOCN","SOC_Packed","2026-09-03T09:13:15.174","CAB001TH2621/E49/-","cab","mCBS001TH2621/Console1/Ops15033","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKAE-A - บางแค","false"
"2026-09-03T13:00","TH265001196878K","FWD","CENTRAL","APJIN-B - เมืองปราจีนบุรี","SOCN","SOC_Packed","2026-09-03T09:13:15.174","CAB001TH2621/E49/-","cab","[Ops5857]mCBS06 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ALOPB-B - เมืองลพบุรี","false"
"2026-09-03T13:00","TH2637629617256","FWD","NORTHEAST","ACHHN-AG - จังหาร","SOCN","SOC_Staging","2026-09-03T02:39:51.985","OBS001TH2621/208/-","manual","CBS002TH2621/CBS-B-IND17/Ops36932","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","APWET-B - ประเวศ","false"
"2026-09-03T13:00","TH2661407815288","FWD","WEST","ABLEN - บางเลน","SOCN","SOC_Staging","2026-09-03T09:41:32.561","OBS001TH2621/092/-","manual","CBS004TH2621/CBS-D-IND33/ops54332","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH268475899085J","FWD","NORTHEAST","AKLAK - กันทรลักษ์","SOCN","SOC_Staging","2026-09-03T06:36:58.836","thspxrw01n@shopeemobile-external.com","manual","CBS005TH2621/CBS-E-IND32/CBS-E-31","cbs","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","ABGBO-A - บางบ่อ","false"
"2026-09-03T13:00","TH2691185147840","FWD","CENTRAL","ALOPB-A - เมืองลพบุรี","SOCN","SOC_Staging","2026-09-03T10:51:32.295","OBS001TH2621/041/-","manual","mCBS001TH2621/Console14/Ops45928","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH262603236846J","FWD","CENTRAL","ALOPB-A - เมืองลพบุรี","SOCN","SOC_Staging","2026-09-03T10:51:32.295","OBS001TH2621/041/-","manual","[Ops5857]mCBS06 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH2656933048524","FWD","SOUTH","ABNSN - บ้านนาสาร","SOCN","SOC_Staging","2026-09-03T06:36:58.836","thspxrw01n@shopeemobile-external.com","manual","spx@shopee.com","manual","_02_pending_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH268487228810M","FWD","NORTHEAST","APSNG-AG - ภูสิงห์","SOCN","SOC_Staging","2026-09-03T09:21:28.718","OBS001TH2621/180/-","manual","CBS005TH2621/CBS-E-IND18/NCCBS-E-18","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ALANG-C - วังทองหลาง","false"
"2026-09-03T13:00","TH265390290292S","FWD","SOUTH","ABNSN - บ้านนาสาร","SOCN","SOC_Staging","2026-09-03T11:54:45.194","thspxrw07n@shopeemobile-external.com","manual","thspxrw10n@shopeemobile-external.com","manual","_02_pending_packed","< 1 day","true","Intentaional Backlog","","UPC","MP","Sorting center","false"
"2026-09-03T13:00","TH265762910268S","FWD","SOUTH","AHYAI-B - หาดใหญ่","SOCN","SOC_Staging","2026-09-03T00:10:39.318","OBS001TH2621/129/-","manual","DWS001TH2621/DWS1/-","dws","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","WH","WH-SOCW-SC1","false"
"2026-09-03T13:00","TH267808506167R","FWD","CENTRAL","ABPIN - บางปะอิน","SOCN","SOC_Staging","2026-09-03T04:53:19.446","OBS001TH2621/102/-","manual","mCBS001TH2621/Console10/Ops11938","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FBBON-C - บางบอน","false"
"2026-09-03T13:00","TH2631277417767","FWD","CENTRAL","ABPIN - บางปะอิน","SOCN","SOC_Staging","2026-09-03T04:53:19.446","OBS001TH2621/102/-","manual","mCBS001TH2621/Console2/Ops38609","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","APAPD-A - พระประแดง","false"
"2026-09-03T13:00","TH266868670044B","FWD","SOUTH","APLAI - ปลายพระยา","SOCN","SOC_Staging","2026-09-03T02:26:25.494","OBS001TH2621/159/-","manual","CBS002TH2621/CBS-B-IND21/Ops50505","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","SPX Express - Partner Shop สาขาโครงการอนินทาวน์","false"
"2026-09-03T13:00","TH2624600906354","FWD","CENTRAL","AMLEK-B - มวกเหล็ก","SOCN","SOC_Staging","2026-09-03T10:42:08.998","OBS001TH2621/035/-","manual","CBS004TH2621/CBS-D-IND12/Ops60223","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","NORC-A","false"
"2026-09-03T13:00","TH269273728930J","FWD","CENTRAL","AMLEK-B - มวกเหล็ก","SOCN","SOC_Staging","2026-09-03T10:33:42.880","OBS001TH2621/035/-","manual","[Ops5859]mCBS08 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH261505621043Q","FWD","CENTRAL","ANMNG - หนองม่วง","SOCN","SOC_Staging","2026-09-03T09:18:42.077","OBS001TH2621/169/-","manual","CBS005TH2621/CBS-E-IND27/CBS-E-28","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCE","false"
"2026-09-03T13:00","TH266019166826E","FWD","CENTRAL","ANMNG - หนองม่วง","SOCN","SOC_Staging","2026-09-03T10:14:10.046","OBS001TH2621/169/-","manual","CBS004TH2621/CBS-D-IND23/OPS46595","cbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FBPLI-G - บางพลี","false"
"2026-09-03T13:00","TH260646603576P","FWD","NORTH","HMVON-AG - แม่วงศ์","SOCN","SOC_Packed","2026-09-03T01:26:13.848","CBS001TH2621/295/-","cbs","CBS001TH2621/CBS-A-IND29/ops33084","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH2649070059347","FWD","SOUTH","APTNI-B - เมืองปัตตานี","SOCN","SOC_Packed","2026-09-02T22:57:46.082","CBS002TH2621/266/-","cbs","CBS002TH2621/CBS-B-IND11/Ops59411","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABGBO-A - บางบ่อ","false"
"2026-09-03T13:00","TH262977735128H","FWD","SOUTH","AKNNG-AG - ควนเนียง","SOCN","SOC_Packed","2026-09-03T00:18:57.529","CBS001TH2621/195/-","cbs","CBS001TH2621/CBS-A-IND11/ops58852","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH269460735193E","FWD","SOUTH","HPLEN - ปะเหลียน","SOCN","SOC_Packed","2026-09-03T02:21:40.529","CBS002TH2621/603/-","cbs","CBS002TH2621/CBS-B-IND21/Ops50505","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AYNWA - ยานนาวา","false"
"2026-09-03T13:00","TH261162394023N","FWD","SOUTH","HPLEN - ปะเหลียน","SOCN","SOC_Packed","2026-09-03T02:21:40.529","CBS002TH2621/603/-","cbs","CBS002TH2621/CBS-B-IND04/Ops58317","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AKTBN-A - กระทุ่มแบน","false"
"2026-09-03T13:00","TH267691314750T","FWD","NORTHEAST","ASSKT - เมืองศรีสะเกษ","SOCN","SOC_Packed","2026-09-02T17:25:26.438","CBS004TH2621/452/-","cbs","CBS004TH2621/CBS-D-IND20/Ops42000","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH264621441593Z","FWD","NORTHEAST","ASSKT - เมืองศรีสะเกษ","SOCN","SOC_Packed","2026-09-02T21:55:09.943","CBS001TH2621/452/-","cbs","CBS001TH2621/CBS-A-IND31/ops41175","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ASMAI-C - สายไหม","false"
"2026-09-03T13:00","TH2634444420763","FWD","NORTHEAST","AMKAM-A - เมืองมหาสารคาม","SOCN","SOC_Packed","2026-09-02T22:48:35.301","CBS001TH2621/260/-","cbs","CBS001TH2621/CBS-A-IND03/OPS52934","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FSOCN","false"
"2026-09-03T13:00","TH2695623777915","FWD","NORTH","AVNSA - เวียงสา","SOCN","SOC_Packed","2026-09-03T03:29:58.514","CBS003TH2621/394/-","cbs","CBS003TH2621/CBS-C-IND06/CBS-C-6","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABGBO-A - บางบ่อ","false"
"2026-09-03T13:00","TH264457124048M","FWD","NORTHEAST","ADUNG - บ้านดุง","SOCN","SOC_Packed","2026-09-03T00:53:04.170","CBS004TH2621/485/-","cbs","CBS004TH2621/CBS-D-IND23/OPS46595","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","[SVP] GBKK","false"
"2026-09-03T13:00","TH267357395204N","FWD","SOUTH","CC-SORC-A","SOCN","SOC_Packed","2026-09-03T02:49:02.472","CBS002TH2621/643/-","cbs","CBS002TH2621/CBS-B-IND07/Ops44836","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","AKLNG-A - คลองหลวง","false"
"2026-09-03T13:00","TH265656165317Y","FWD","SOUTH","CC-SORC-A","SOCN","SOC_Packed","2026-09-03T02:49:02.472","CBS002TH2621/643/-","cbs","CBS002TH2621/CBS-B-IND15/ops50277","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKAE-A - บางแค","false"
"2026-09-03T13:00","TH263566860002D","FWD","SOUTH","ASAWE - สวี","SOCN","SOC_Packed","2026-09-03T07:54:57.471","CBS005TH2621/616/-","cbs","CBS005TH2621/CBS-E-IND06/NCCBS-E-6","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ABKUM-A - บึงกุ่ม","false"
"2026-09-03T13:00","TH2636834486589","FWD","NORTHEAST","ANBLP - เมืองหนองบัวลำภู","SOCN","SOC_Packed","2026-09-03T09:52:11.835","CBS004TH2621/612/-","cbs","CBS004TH2621/CBS-D-IND24/Ops53893","cbs","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","ASRCH-B - ศรีราชา","false"
"2026-09-03T13:00","TH265823874551N","FWD","WEST","HSAIY-AG - ไทรโยค","SOCN","SOC_Staging","2026-09-03T10:16:03.600","OBS001TH2621/056/-","manual","mCBS001TH2621/Console10/Ops11938","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH268460458173G","FWD","CENTRAL","AWSCC - วิเศษชัยชาญ","SOCN","SOC_Staging","2026-09-03T11:12:31.305","OBS001TH2621/236/-","manual","[Ops5857]mCBS06 SOCN","manual","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","APWET-B - ประเวศ","false"
"2026-09-03T13:00","TH2681199040268","FWD","CENTRAL","AWSCC - วิเศษชัยชาญ","SOCN","SOC_Staging","2026-09-03T11:12:31.305","OBS001TH2621/236/-","manual","mCBS001TH2621/Console10/Ops11938","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCW1","false"
"2026-09-03T13:00","TH263249414319E","FWD","CENTRAL","AWSCC - วิเศษชัยชาญ","SOCN","SOC_Staging","2026-09-03T03:56:00.509","thspxobd92n@shopeemobile-external.com","manual","HHS001TH2621/HHS-2/Ops11969","hhs","_02_pending_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","ABKTH-B - บางขุนเทียน","false"
"2026-09-03T13:00","TH267290852885J","FWD","CENTRAL","AWSCC - วิเศษชัยชาญ","SOCN","SOC_Staging","2026-09-03T11:12:31.305","OBS001TH2621/236/-","manual","mCBS001TH2621/Console9/Ops15265","mcbs","_03_pending_linehual_packed","< 1 day","false","Intentaional Backlog","","UPC","MP","FSOCN","false"
"2026-09-03T13:00","TH260124768970C","FWD","NORTHEAST","ASKON-A - เมืองสกลนคร","SOCN","SOC_Staging","2026-09-03T02:11:26.191","OBS001TH2621/059/-","manual","DWS001TH2621/DWS16/-","dws","_03_pending_linehual_packed","< 1 day","false","Backlog","","UPC","MP","FSOCN","false"
